Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
9,11,-1,452.78,138.61,11
9,12,-1,240.86,100.27,12
9,13,-1,209.81,108.61,13
9,14,-1,362.82,266.18,14
9,15,-1,244.15,246.75,15
9,16,-1,446.16,78.714,16
9,17,-1,344.36,190.97,17
9,18,-1,495.24,308.92,18
9,19,-1,325.17,336.45,19
9,20,-1,373.09,331.03,20
9,21,-1,494.06,337.27,21
9,22,-1,337.54,289.01,22
9,23,-1,427.17,261.24,23
9,24,-1,321.66,267.59,24
9,25,-1,337.87,136.21,25
9,26,-1,393.41,275.96,26
9,27,-1,409.87,170.85,27
9,28,-1,251.89,73.79,28
9,29,-1,361.11,116.22,29
9,30,-1,168.8,65.448,30
9,31,-1,153.57,263.85,31
9,32,-1,422.64,61.181,32
9,33,-1,278.46,114.76,33
9,34,-1,254.71,126.35,34
9,35,-1,196.67,181.09,35
9,36,-1,399.94,145.19,36
9,37,-1,391.3,393.48,37
9,38,-1,341.03,88.243,38
9,39,-1,493.93,271,39
9,40,-1,156.56,93.828,40
9,41,-1,393.9,108.51,41
9,42,-1,364.9,298.86,42
9,43,-1,452.71,53.056,43
9,44,-1,340.41,318.09,44
9,45,-1,472.55,292.33,45
9,46,-1,127.1,126.24,46
9,47,-1,223.07,78.93,47
9,48,-1,367.5,404.21,48
9,49,-1,220.94,136.48,49
9,50,-1,429.56,329.8,50
9,51,-1,429.03,155.41,51
9,52,-1,52.763,116.5,52
9,53,-1,194.75,225.5,53
9,54,-1,269.81,253.4,54
9,55,-1,277.85,280.73,55
9,56,-1,269.3,180.77,56
9,57,-1,262.53,218.5,57
9,58,-1,80.74,107.52,58
9,59,-1,355.17,60.589,59
9,60,-1,185.6,256.21,60
9,61,-1,246.64,155.61,61
9,62,-1,94.484,77.097,62
9,63,-1,99.78,136.16,63
9,64,-1,102.71,168.62,64
9,65,-1,355.43,374.95,65
9,66,-1,462.2,259.38,66
9,67,-1,212.28,272.72,67
9,68,-1,348.01,347.28,68
9,69,-1,381.23,361.98,69
9,70,-1,107.53,198.54,70
9,71,-1,451.3,105.42,71
9,72,-1,271.91,152.56,72
9,73,-1,245.78,195.06,73
9,74,-1,216.21,244.27,74
9,75,-1,175.26,287.81,75
9,76,-1,222.9,176.85,76
9,77,-1,233.51,219.5,77
9,78,-1,198.16,154.99,78
9,79,-1,75.339,189.6,79
9,80,-1,179.92,111.79,80
9,81,-1,166.99,169.21,82
9,82,-1,132.36,155.79,83
9,83,-1,160.54,133.64,84
9,84,-1,406.36,347.62,85
9,85,-1,372.48,90.966,86
9,86,-1,190,131.31,87
9,87,-1,211.01,203.52,88
9,88,-1,395.89,314.83,89
9,89,-1,77.064,158.24,90
9,90,-1,382.96,131.15,91
9,91,-1,477.49,91.384,92
9,92,-1,120.35,98.477,93
9,93,-1,178.72,199.52,94
9,94,-1,468.28,318.06,96
9,95,-1,423.44,123.09,98
9,96,-1,140.11,192.6,99
9,97,-1,155.96,230.31,100
9,98,-1,192.43,56.744,102
9,99,-1,230.34,261.58,105
9,100,-1,365.86,186.24,110
9,101,-1,275.18,135.16,112
9,102,-1,483.91,251.34,113
9,103,-1,145.23,115.38,114
9,104,-1,345.46,262.22,115
9,105,-1,215.94,224.31,116
9,106,-1,176.49,146.94,117
9,107,-1,177.39,219.16,118
9,108,-1,416.4,315.56,119
10,1,-1,198.57,76.725,1
10,2,-1,361.46,148.33,2
10,3,-1,66.901,133.84,3
10,4,-1,332.29,164.89,4
10,5,-1,383.46,45.645,5
10,6,-1,422.53,90.961,6
10,7,-1,394.35,75.015,7
10,8,-1,421.95,295.07,8
10,9,-1,448.41,287.6,9
10,10,-1,381.66,171.41,10
10,11,-1,453.79,138.98,11
10,12,-1,242.63,100.1,12
10,13,-1,209.82,108.12,13
10,14,-1,362.83,265.57,14
10,15,-1,245.26,247.39,15
10,16,-1,447.29,78.751,16
10,17,-1,343.26,191.54,17
10,18,-1,496.49,308.58,18
10,19,-1,323.24,336.56,19
10,20,-1,371.28,330.37,20
10,21,-1,494.08,338.9,21
10,22,-1,338.07,288.61,22
10,23,-1,428.2,261.75,23
10,24,-1,321.91,267.03,24
10,25,-1,336.75,137.09,25
10,26,-1,394.24,275.41,26
10,27,-1,410.73,171.21,27
10,28,-1,256.49,75.013,28
10,29,-1,361.39,117.59,29
10,30,-1,170.92,63.377,30
10,31,-1,151.37,263.54,31
10,32,-1,423.88,60.925,32
10,33,-1,279.46,114.16,33
10,34,-1,255.81,126.33,34
10,35,-1,196.13,179,35
10,36,-1,401.08,145.81,36
10,37,-1,391.91,392.79,37
10,38,-1,338.37,87.241,38
10,39,-1,494.95,271.04,39
10,40,-1,157.78,91.608,40
10,41,-1,394.97,108.35,41
10,42,-1,365.42,299.08,42
10,43,-1,453.93,53.073,43
10,44,-1,339.63,319.59,44
10,45,-1,473.72,291.76,45
10,46,-1,128,125.68,46
10,47,-1,225.4,79.372,47
10,48,-1,366.6,400.84,48
10,49,-1,222.22,135.52,49
10,50,-1,431.86,331.23,50
10,51,-1,429.92,155.11,51
10,52,-1,51.699,115.65,52
10,53,-1,196.61,227.63,53
10,54,-1,270.7,253.53,54
10,55,-1,278.94,280.97,55
10,56,-1,270.2,185.89,56
10,57,-1,263.91,219.12,57
10,58,-1,79.452,109.17,58
10,59,-1,355.38,60.396,59
10,60,-1,185.1,259,60
10,61,-1,247.43,156.15,61
10,62,-1,93.272,79.42,62
10,63,-1,99.286,135.47,63
10,64,-1,103.94,169.67,64
10,65,-1,355.33,376.25,65
10,66,-1,462.74,259.17,66
10,67,-1,211.52,274.02,67
10,68,-1,347.62,348.35,68
10,69,-1,381.3,360.4,69
10,70,-1,121.04,216.9,70
10,71,-1,452.04,105.01,71
10,72,-1,272.9,153.14,72
10,73,-1,243.71,197.73,73
10,74,-1,217.66,247.11,74
10,75,-1,170.97,286.46,75
10,76,-1,222.8,176.27,76
10,77,-1,233.49,221.63,77
10,78,-1,199.29,154.42,78
10,79,-1,97.022,195.5,79
10,80,-1,180.48,110.72,80
10,81,-1,166.43,167.01,82
10,82,-1,132.37,155.12,83
10,83,-1,159.41,132.55,84
10,84,-1,407.46,347.97,85
10,85,-1,369.99,89.111,86
10,86,-1,189.98,130.1,87
10,87,-1,210.55,203.12,88
10,88,-1,396.36,314.73,89
10,89,-1,78.023,158.65,90
10,90,-1,384.5,128.71,91
10,91,-1,478.86,91.602,92
10,92,-1,122.09,96.912,93
10,93,-1,179.29,198.23,94
10,94,-1,471.42,317.04,96
10,95,-1,424.49,123.44,98
10,96,-1,140.53,189.18,99
10,97,-1,157.38,232.14,100
10,98,-1,192.3,49.868,102
10,99,-1,231.72,264.28,105
10,100,-1,364.02,186.85,110
10,101,-1,276.28,135.94,112
10,102,-1,484.39,248.92,113
10,103,-1,146.82,114,114
10,104,-1,343.27,261.22,115
10,105,-1,215.04,223.51,116
10,106,-1,176.08,145.39,117
10,107,-1,180.64,217.8,118
10,108,-1,418.4,316.32,119
10,109,-1,192.94,282.92,120
10,110,-1,100.96,103.46,121
10,111,-1,378.58,376.92,122
10,112,-1,452.26,316.08,123
10,113,-1,244.65,179.43,124
11,1,-1,198.92,74.238,1
11,2,-1,359.79,149.04,2
11,3,-1,67.537,135.05,3
11,4,-1,333.66,164.44,4
11,5,-1,382.78,46.654,5
11,6,-1,421.5,91.253,6
11,7,-1,393.03,76.371,7
11,8,-1,421.01,294.49,8
11,9,-1,447.16,287.6,9
11,10,-1,381.57,170.71,10
11,11,-1,450.11,138.95,11
11,12,-1,242.49,100.56,12
11,13,-1,210.7,108.21,13
11,14,-1,362.98,266.69,14
11,15,-1,243.36,243.84,15
11,16,-1,444.94,79.142,16
11,17,-1,341.44,190.89,17
11,18,-1,495.59,309.63,18
11,19,-1,323.81,334.74,19
11,20,-1,371.13,329.02,20
11,21,-1,484.84,335.51,21
11,22,-1,338.41,289.5,22
11,23,-1,428.03,262.68,23
11,24,-1,323.19,267.58,24
11,25,-1,335.69,136.91,25
11,26,-1,394.18,275.14,26
11,27,-1,411.42,170.27,27
11,28,-1,256.32,76.575,28
11,29,-1,360.22,119.89,29
11,30,-1,171.75,63.415,30
11,31,-1,150.84,265.89,31
11,32,-1,424.52,61.787,32
11,33,-1,278.62,114.6,33
11,34,-1,255,127.08,34
11,35,-1,194.21,179.2,35
11,36,-1,400.57,145.5,36
11,37,-1,392.02,391.9,37
11,38,-1,335.15,93.824,38
11,39,-1,492.32,270.59,39
11,40,-1,157.67,90.4,40
11,41,-1,394.29,108,41
11,42,-1,366.14,298.54,42
11,43,-1,453.16,53.549,43
11,44,-1,340.71,319.07,44
11,45,-1,472.35,289.86,45
11,46,-1,128.64,126.66,46
11,47,-1,224.78,80.847,47
11,48,-1,366.59,399.8,48
11,49,-1,222.97,135.04,49
11,50,-1,430.97,331.98,50
11,51,-1,429.07,154.89,51
11,52,-1,52.356,114.8,52
11,53,-1,194.77,229.96,53
11,54,-1,266.7,251.73,54
11,55,-1,271.7,279.45,55
11,56,-1,265.27,186.21,56
11,57,-1,263.13,217.95,57
11,58,-1,80.337,110.86,58
11,59,-1,350.57,65.737,59
11,60,-1,180.66,258.48,60
11,61,-1,247.05,154.85,61
11,62,-1,93.969,83.57,62
11,63,-1,100.13,135.41,63
11,64,-1,105.21,168.34,64
11,65,-1,355.52,375.38,65
11,66,-1,461.98,259.18,66
11,67,-1,207.89,269.73,67
11,68,-1,347.86,346.49,68
11,69,-1,381.36,358.85,69
11,70,-1,122.29,215.76,70
11,71,-1,450.89,105.39,71
11,72,-1,272.75,153.21,72
11,73,-1,240.79,196.26,73
11,74,-1,216.61,245.23,74
11,75,-1,169.92,287.69,75
11,76,-1,217.93,177.66,76
11,77,-1,232.22,220.35,77
11,78,-1,197.51,154.54,78
11,79,-1,102.19,194.89,79
11,80,-1,176.4,111.56,80
11,81,-1,167.89,166.11,82
11,82,-1,132.52,155.44,83
11,83,-1,157.86,133.8,84
11,84,-1,407.32,348.02,85
11,85,-1,366.95,85.441,86
11,86,-1,192.89,130.03,87
11,87,-1,206.29,202.54,88
11,88,-1,396.08,314.18,89
11,89,-1,79.443,159.11,90
11,90,-1,383.61,128.87,91
11,91,-1,477.25,91.886,92
11,92,-1,121.81,97.018,93
11,93,-1,177.19,197.13,94
11,94,-1,469.32,313.74,96
11,95,-1,422.43,122.94,98
11,96,-1,140.89,189.36,99
11,97,-1,158.03,229.73,100
11,98,-1,191.12,49.26,102
11,99,-1,229.11,263.84,105
11,100,-1,363.5,185.52,110
11,101,-1,275.87,136.18,112
11,102,-1,484.01,249.71,113
11,103,-1,145.05,111.98,114
11,104,-1,343.95,262.14,115
11,105,-1,213.67,221.46,116
11,106,-1,176.84,142.96,117
11,107,-1,183.57,215.43,118
11,108,-1,418.44,316.3,119
11,109,-1,191.4,281.43,120
11,110,-1,100.05,106.16,121
11,111,-1,378.45,377.15,122
11,112,-1,238.71,177.49,124
11,113,-1,377.74,147.74,125
11,114,-1,373.21,102.52,126
11,115,-1,357.54,99.126,127
11,116,-1,370.94,66.943,128
11,117,-1,182.29,90.897,129
12,1,-1,199,74.886,1
12,2,-1,359.38,149.51,2
12,3,-1,67.618,135.87,3
12,4,-1,333.33,164.82,4
12,5,-1,382.74,47.591,5
12,6,-1,421.47,92.106,6
12,7,-1,393.13,77.067,7
12,8,-1,420.66,295,8
12,9,-1,446.96,288.37,9
12,10,-1,381.62,171.31,10
12,11,-1,449.43,139.43,11
12,12,-1,241.78,101.11,12
12,13,-1,210.76,109,13
12,14,-1,363.12,266.84,14
12,15,-1,242.69,244.3,15
12,16,-1,444.52,79.836,16
12,17,-1,341.3,191.59,17
12,18,-1,495.36,309.83,18
12,19,-1,324.11,335.12,19
12,20,-1,370.04,329.88,20
12,21,-1,483.9,336.38,21
12,22,-1,338.29,289.46,22
12,23,-1,428,263.17,23
12,24,-1,323.05,267.96,24
12,25,-1,335.65,137.74,25
12,26,-1,393.92,276.59,26
12,27,-1,410.58,171.41,27
12,28,-1,256.32,77.944,28
12,29,-1,360.53,120.26,29
12,30,-1,171.26,64.606,30
12,31,-1,151.31,266.24,31
12,32,-1,423.91,62.175,32
12,33,-1,278.13,115.15,33
12,34,-1,254.17,127.37,34
12,35,-1,193.57,179.41,35
12,36,-1,400.71,146.25,36
12,37,-1,391.98,393,37
12,38,-1,335.01,95.153,38
12,39,-1,492.21,271.36,39
12,40,-1,157.8,91.309,40
12,41,-1,394.31,108.73,41
12,42,-1,366.32,298.95,42
12,43,-1,452.65,54.932,43
12,44,-1,340.82,318.99,44
12,45,-1,472.51,290.42,45
12,46,-1,128.27,127.55,46
12,47,-1,224.73,81.804,47
12,48,-1,366.93,400.07,48
12,49,-1,222.31,135.78,49
12,50,-1,430.16,332.73,50
12,51,-1,428.68,155.24,51
12,52,-1,52.018,116.09,52
12,53,-1,194.49,230.33,53
12,54,-1,266.23,251.5,54
12,55,-1,271.88,279.97,55
12,56,-1,264.94,186.87,56
12,57,-1,262.08,217.86,57
12,58,-1,80.872,111.24,58
12,59,-1,350.4,66.692,59
12,60,-1,180.3,258.91,60
12,61,-1,246.44,155.8,61
12,62,-1,93.989,84.061,62
12,63,-1,100.47,136.53,63
12,64,-1,105.51,168.94,64
12,65,-1,355.33,375.81,65
12,66,-1,461.91,260.26,66
12,67,-1,207.66,270.17,67
12,68,-1,348.02,346.78,68
12,69,-1,380.69,359.28,69
12,70,-1,122.15,216.79,70
12,71,-1,450.41,106.24,71
12,72,-1,271.57,153.62,72
12,73,-1,240.06,195.67,73
12,74,-1,216.35,245.43,74
12,75,-1,169.92,287.61,75
12,76,-1,218.67,178.07,76
12,77,-1,231.96,220.55,77
12,78,-1,197.06,155.07,78
12,79,-1,102.91,195.17,79
12,80,-1,175.62,112.51,80
12,81,-1,166.86,167.1,82
12,82,-1,132.82,156.61,83
12,83,-1,157.44,134.41,84
12,84,-1,406.68,348.19,85
12,85,-1,367.11,86.562,86
12,86,-1,192.16,130.51,87
12,87,-1,205.99,202.5,88
12,88,-1,396.08,314.32,89
12,89,-1,80.167,159.79,90
12,90,-1,383,130.11,91
12,91,-1,476.15,93.078,92
12,92,-1,122.1,97.722,93
12,93,-1,176.8,197.41,94
12,94,-1,468.81,314.34,96
12,95,-1,422.1,123.55,98
12,96,-1,141.42,190.99,99
12,97,-1,157.22,230,100
12,98,-1,190.91,50.047,102
12,99,-1,228.32,264.05,105
12,100,-1,363.21,185.07,110
12,101,-1,274.58,136.08,112
12,102,-1,483.66,250.62,113
12,103,-1,145.03,112.92,114
12,104,-1,344.36,262.84,115
12,105,-1,213.07,222.56,116
12,106,-1,175.41,144.4,117
12,107,-1,182.78,216,118
12,108,-1,417.57,317.69,119
12,109,-1,190.8,281.32,120
12,110,-1,100.29,106.3,121
12,111,-1,378.93,376.72,122
12,112,-1,239.15,178.06,124
12,113,-1,377.92,147.58,125
12,114,-1,373.19,103.95,126
12,115,-1,356.98,100.13,127
12,116,-1,371.38,66.957,128
12,117,-1,183.26,91.276,129
13,1,-1,199.22,72.874,1
13,2,-1,360.38,148.13,2
13,3,-1,68.018,134.69,3
13,4,-1,333.97,163.23,4
13,5,-1,383.87,46.323,5
13,6,-1,422.26,90.25,6
13,7,-1,393.43,75.859,7
13,8,-1,420.98,293.97,8
13,9,-1,447.57,289.31,9
13,10,-1,382.65,169.01,10
13,11,-1,450.46,137.98,11
13,12,-1,243.07,99.709,12
13,13,-1,211.23,107.35,13
13,14,-1,363.69,265.41,14
13,15,-1,243.68,244.36,15
13,16,-1,445.92,78.393,16
13,17,-1,342.07,189.96,17
13,18,-1,495.88,308.4,18
13,19,-1,324.01,334.11,19
13,20,-1,370.55,327.93,20
13,21,-1,483.81,335.15,21
13,22,-1,339.18,288.05,22
13,23,-1,428.6,263.5,23
13,24,-1,323.58,266.16,24
13,25,-1,336.12,136.19,25
13,26,-1,394.13,274.16,26
13,27,-1,411.36,168.76,27
13,28,-1,257.19,76.561,28
13,29,-1,361.42,118.42,29
13,30,-1,171.94,63.719,30
13,31,-1,152.24,265.28,31
13,32,-1,424.14,60.645,32
13,33,-1,277.62,113.36,33
13,34,-1,255.23,125.55,34
13,35,-1,194.3,177.6,35
13,36,-1,400.51,144.59,36
13,37,-1,392.19,390.76,37
13,38,-1,335.92,93.24,38
13,39,-1,492.92,269.82,39
13,40,-1,157.84,89.01,40
13,41,-1,394.78,107.08,41
13,42,-1,366.74,297.37,42
13,43,-1,453.08,53.34,43
13,44,-1,341.53,317.41,44
13,45,-1,472.82,288.91,45
13,46,-1,128.91,125.07,46
13,47,-1,225.55,80.046,47
13,48,-1,367.6,398.29,48
13,49,-1,223.16,134.01,49
13,50,-1,431.31,331.18,50
13,51,-1,428.77,152.76,51
13,52,-1,52.956,113.99,52
13,53,-1,194.74,229.03,53
13,54,-1,268.04,250.27,54
13,55,-1,274.98,278.16,55
13,56,-1,265.47,185.22,56
13,57,-1,261.94,217.09,57
13,58,-1,80.694,109.69,58
13,59,-1,351.6,64.837,59
13,60,-1,180.65,257.52,60
13,61,-1,247.53,154.45,61
13,62,-1,94.712,82.511,62
13,63,-1,101.45,134.71,63
13,64,-1,106.06,167.64,64
13,65,-1,356.26,374,65
13,66,-1,462.74,258.42,66
13,67,-1,208.57,269.11,67
13,68,-1,348.31,345.74,68
13,69,-1,381.56,357.68,69
13,70,-1,122.38,215.54,70
13,71,-1,451.3,104.83,71
13,72,-1,273.08,151.93,72
13,73,-1,238.57,195.42,73
13,74,-1,217.1,243.94,74
13,75,-1,170.3,286.69,75
13,76,-1,219.45,175.55,76
13,77,-1,232.32,219.47,77
13,78,-1,196.97,152.76,78
13,79,-1,102.01,193.4,79
13,80,-1,176.89,111.04,80
13,81,-1,167.08,165.26,82
13,82,-1,133.34,154.79,83
13,83,-1,157.74,132.3,84
13,84,-1,407.47,346.8,85
13,85,-1,367.56,84.911,86
13,86,-1,192.43,128.8,87
13,87,-1,206.77,200.17,88
13,88,-1,396.36,312.52,89
13,89,-1,80.525,157.45,90
13,90,-1,383.42,127.93,91
13,91,-1,476.85,91.048,92
13,92,-1,123.13,96.001,93
13,93,-1,177.8,195.87,94
13,94,-1,470.1,312.56,96
13,95,-1,422.87,121.58,98
13,96,-1,142.06,190.42,99
13,97,-1,158.78,227.92,100
13,98,-1,190.55,48.749,102
13,99,-1,229.94,262.29,105
13,100,-1,365.04,182.7,110
13,101,-1,276.17,134.9,112
13,102,-1,484.01,248.17,113
13,103,-1,146.15,110.73,114
13,104,-1,344.81,261.72,115
13,105,-1,213.59,221,116
13,106,-1,176.18,141.88,117
13,107,-1,184.07,213.92,118
13,108,-1,417.48,316.59,119
13,109,-1,192.35,280.75,120
13,110,-1,100.58,105.54,121
13,111,-1,378.3,376.56,122
13,112,-1,240.41,176.02,124
13,113,-1,377.88,146.87,125
13,114,-1,373.86,101.27,126
13,115,-1,372.12,65.653,128
13,116,-1,182.9,89.206,129
13,117,-1,450.09,314.69,130
14,1,-1,205.13,69.888,1
14,2,-1,352.77,158.09,2
14,3,-1,59.922,140.85,3
14,4,-1,321.67,173.64,4
14,5,-1,381.88,47.134,5
14,6,-1,420.28,91.915,6
14,7,-1,392.17,75.701,7
14,8,-1,409.12,288.13,8
14,9,-1,437.58,287.25,9
14,10,-1,379.48,172.05,10
14,11,-1,449.32,144.28,11
14,12,-1,242.72,105.83,12
14,13,-1,208.25,105.64,13
14,14,-1,354.42,247.45,14
14,15,-1,251.58,259.81,15
14,16,-1,445.95,79.073,16
14,17,-1,340.47,191.14,17
14,18,-1,490.19,303.93,18
14,19,-1,306.89,320.81,19
14,20,-1,350.1,314.87,20
14,21,-1,479.47,330.94,21
14,22,-1,323.26,269.82,22
14,23,-1,421.88,257.22,23
14,24,-1,309.71,244.2,24
14,25,-1,324.02,143.88,25
14,26,-1,384.5,262.8,26
14,27,-1,407.82,176.45,27
14,28,-1,258.37,80.519,28
14,29,-1,351.14,127.82,29
14,30,-1,176.91,60.223,30
14,31,-1,143.32,269.39,31
14,32,-1,422.68,61.124,32
14,33,-1,272.04,102.74,33
14,34,-1,262.03,129.39,34
14,35,-1,197.95,179.59,35
14,36,-1,396.54,144.77,36
14,37,-1,391.23,366.36,37
14,38,-1,333.53,102.3,38
14,39,-1,488.24,272.56,39
14,40,-1,157.53,83.83,40
14,41,-1,393.05,108.82,41
14,42,-1,350.77,281.57,42
14,43,-1,452.12,51.023,43
14,44,-1,322.99,301.78,44
14,45,-1,463.75,290.66,45
14,46,-1,126.58,123.25,46
14,47,-1,230.98,80.205,47
14,48,-1,359.67,386.88,48
14,49,-1,222.32,133,49
14,50,-1,422.02,323.87,50
14,51,-1,424.47,156.65,51
14,52,-1,45.742,117.94,52
14,53,-1,196.27,242.08,53
14,54,-1,278.13,250.22,54
14,55,-1,278.62,282.71,55
14,56,-1,269.81,197.24,56
14,57,-1,253.82,225.18,57
14,58,-1,72.848,115.99,58
14,59,-1,343.83,71.794,59
14,60,-1,173.82,266.83,60
14,61,-1,245.19,154.58,61
14,62,-1,84.651,85.954,62
14,63,-1,99.491,136.62,63
14,64,-1,107.51,171.38,64
14,65,-1,340.04,362.67,65
14,66,-1,457.06,257.01,66
14,67,-1,203.77,275.67,67
14,68,-1,330.37,335.08,68
14,69,-1,364.91,345.28,69
14,70,-1,118.49,216.66,70
14,71,-1,450.28,106.24,71
14,72,-1,272.49,161.06,72
14,73,-1,239.45,198.29,73
14,74,-1,223.78,257.29,74
14,75,-1,161.32,296.31,75
14,76,-1,224.04,174.53,76
14,77,-1,223.23,229.08,77
14,78,-1,199.3,153.41,78
14,79,-1,93.531,196.81,79
14,80,-1,179.03,106.59,80
14,81,-1,167.82,169.7,82
14,82,-1,134.79,153.32,83
14,83,-1,157.13,126.97,84
14,84,-1,395.4,335.75,85
14,85,-1,365.2,89.506,86
14,86,-1,190.3,126.98,87
14,87,-1,212.45,200.75,88
14,88,-1,379.41,302.14,89
14,89,-1,79.635,161.95,90
14,90,-1,376.71,127.92,91
14,91,-1,478.7,92.117,92
14,92,-1,116.9,95.67,93
14,93,-1,180.29,200.04,94
14,94,-1,459.01,316.22,96
14,95,-1,422.4,123.73,98
14,96,-1,138.95,189.53,99
14,97,-1,156.22,230.17,100
14,98,-1,197.08,43.151,102
14,99,-1,227.3,279.51,105
14,100,-1,364.16,191.08,110
14,101,-1,281.84,142.69,112
14,102,-1,480.67,248.44,113
14,103,-1,143.97,106.26,114
14,104,-1,333.14,245.65,115
14,105,-1,201.7,220.81,116
14,106,-1,174.68,140.96,117
14,107,-1,183.81,222.79,118
14,108,-1,402.64,311.78,119
14,109,-1,186.98,290.98,120
14,110,-1,94.148,110.11,121
14,111,-1,366.18,365.62,122
14,112,-1,249.06,178.25,124
14,113,-1,370.87,148.6,125
14,114,-1,369.16,112.16,126
14,115,-1,366.64,67.717,128
14,116,-1,187.07,86.366,129
14,117,-1,370.76,320.17,131
15,1,-1,206.14,69.476,1
15,2,-1,352.11,157.94,2
15,3,-1,59.718,142.58,3
15,4,-1,298.71,160.92,4
15,5,-1,379.58,49.709,5
15,6,-1,419.54,92.088,6
15,7,-1,392.37,75.87,7
15,8,-1,373.51,237.41,8
15,9,-1,404.1,251.04,9
15,10,-1,379.41,170.75,10
15,11,-1,448.61,145.01,11
15,12,-1,243.29,106.79,12
15,13,-1,208.7,105.73,13
15,14,-1,320.13,198.13,14
15,15,-1,251.08,259.38,15
15,16,-1,447.06,78.556,16
15,17,-1,330.29,173.08,17
15,18,-1,457.5,245.03,18
15,19,-1,280.67,299.49,19
15,20,-1,325.06,273.85,20
15,21,-1,471.17,271.57,21
15,22,-1,296.87,215.74,22
15,23,-1,376.49,202.49,23
15,24,-1,294.47,186.39,24
15,25,-1,322.92,145.28,25
15,26,-1,344.95,217.41,26
15,27,-1,406.47,176.06,27
15,28,-1,258.03,80.886,28
15,29,-1,350.37,128.38,29
15,30,-1,177.96,60.675,30
15,31,-1,143.26,268.27,31
15,32,-1,422.12,61.742,32
15,33,-1,272.15,103.27,33
15,34,-1,261.48,128.63,34
15,35,-1,198.05,179.04,35
15,36,-1,396.23,145.06,36
15,37,-1,368.75,322.75,37
15,38,-1,331.55,104.86,38
15,39,-1,157.63,83.83,40
15,40,-1,391.98,109.02,41
15,41,-1,316.28,241.04,42
15,42,-1,451.75,51.259,43
15,43,-1,295.15,268.24,44
15,44,-1,429.55,237.79,45
15,45,-1,125.66,123.62,46
15,46,-1,230.75,80.665,47
15,47,-1,337.7,345.18,48
15,48,-1,222.51,134.31,49
15,49,-1,392.41,275.06,50
15,50,-1,423.5,157.36,51
15,51,-1,45.446,118.73,52
15,52,-1,197.12,242.21,53
15,53,-1,278.82,246.07,54
15,54,-1,269.21,279.09,55
15,55,-1,269.03,197.85,56
15,56,-1,253.91,225.55,57
15,57,-1,72.023,117.56,58
15,58,-1,341.93,73.419,59
15,59,-1,173.76,265.89,60
15,60,-1,245.39,154.18,61
15,61,-1,81.95,86.941,62
15,62,-1,99.25,137.16,63
15,63,-1,108.43,171.53,64
15,64,-1,317.99,323.58,65
15,65,-1,425.28,197.09,66
15,66,-1,204.02,274.92,67
15,67,-1,307.56,297.42,68
15,68,-1,341.51,303,69
15,69,-1,119.11,216.8,70
15,70,-1,449.71,106.05,71
15,71,-1,271.59,161.6,72
15,72,-1,239.81,198.46,73
15,73,-1,224.88,257.16,74
15,74,-1,161.34,295.83,75
15,75,-1,224,174.62,76
15,76,-1,223.48,229.24,77
15,77,-1,198.42,153.06,78
15,78,-1,92.894,196.12,79
15,79,-1,178.81,106.61,80
15,80,-1,168.5,170.18,82
15,81,-1,135.26,153.11,83
15,82,-1,157.26,126.08,84
15,83,-1,370.12,291.7,85
15,84,-1,365.13,90.172,86
15,85,-1,190.92,126.84,87
15,86,-1,213.62,200.4,88
15,87,-1,347.78,255.13,89
15,88,-1,81.289,164.27,90
15,89,-1,376.06,128.56,91
15,90,-1,477.67,92.685,92
15,91,-1,115.54,95.364,93
15,92,-1,180.38,200.07,94
15,93,-1,436.37,264.99,96
15,94,-1,422.05,124.56,98
15,95,-1,139.4,189.33,99
15,96,-1,156.27,231.93,100
15,97,-1,198.02,43.139,102
15,98,-1,228.28,280.55,105
15,99,-1,355.85,182.76,110
15,100,-1,281.28,142.08,112
15,101,-1,142.34,105.89,114
15,102,-1,311.95,177.81,115
15,103,-1,202.59,220.13,116
15,104,-1,173.94,142.45,117
15,105,-1,184.78,221.37,118
15,106,-1,371.61,261.22,119
15,107,-1,186.21,291.28,120
15,108,-1,94.434,110.2,121
15,109,-1,345.2,324.78,122
15,110,-1,248.96,178.35,124
15,111,-1,370.4,147.01,125
15,112,-1,367.65,114.31,126
15,113,-1,364.94,69.033,128
15,114,-1,187.14,86.239,129
15,115,-1,346.33,282.2,131
15,116,-1,400.38,195.68,132
15,117,-1,99.326,216.62,133
15,118,-1,404.21,221.54,134
15,119,-1,161.24,209.38,135
16,1,-1,207.65,67.878,1
16,2,-1,352.28,157.4,2
16,3,-1,61.403,142.86,3
16,4,-1,299.63,159.37,4
16,5,-1,381.3,48.639,5
16,6,-1,420.87,92.036,6
16,7,-1,392.38,75.796,7
16,8,-1,374.61,237.19,8
16,9,-1,405.54,250.02,9
16,10,-1,380.3,169.57,10
16,11,-1,450.1,144.85,11
16,12,-1,244.44,105.59,12
16,13,-1,211.12,104.12,13
16,14,-1,320.11,197.94,14
16,15,-1,252.63,258.46,15
16,16,-1,449.17,77.229,16
16,17,-1,331.17,171.96,17
16,18,-1,458.44,244,18
16,19,-1,279.93,299.68,19
16,20,-1,325.52,272.3,20
16,21,-1,472.18,270.65,21
16,22,-1,296.73,215.33,22
16,23,-1,378.05,200.99,23
16,24,-1,295.15,184.39,24
16,25,-1,323.43,144.64,25
